influence.1.1		influence.1.2		influence.1.3		influence.1.4		influence.1.5		influence.1.6		influence.1.7		influence.1.8		influence.1.9		influence.2.1		influence.2.2		influence.2.3		influence.2.4		influence.2.5		influence.2.6		influence.2.7		influence.2.8		influence.2.9		influence.3.1		influence.3.2		influence.3.3		influence.3.4		influence.3.5		influence.3.6		influence.3.7		influence.3.8		influence.3.9		influence.4.1		influence.4.2		influence.4.3		influence.4.4		influence.4.5		influence.4.6		influence.4.7		influence.4.8		influence.4.9		influence.5.1		influence.5.2		influence.5.3		influence.5.4		influence.5.5		influence.5.6		influence.5.7		influence.5.8		influence.5.9		influence.6.1		influence.6.2		influence.6.3		influence.6.4		influence.6.5		influence.6.6		influence.6.7		influence.6.8		influence.6.9		influence.7.1		influence.7.2		influence.7.3		influence.7.4		influence.7.5		influence.7.6		influence.7.7		influence.7.8		influence.7.9		influence.8.1		influence.8.2		influence.8.3		influence.8.4		influence.8.5		influence.8.6		influence.8.7		influence.8.8		influence.8.9		influence.9.1		influence.9.2		influence.9.3		influence.9.4		influence.9.5		influence.9.6		influence.9.7		influence.9.8		influence.9.9		
0.000000000000000000e+00 1.054169366329249929e-01 1.440412544023246810e-01 2.880476381571731970e-16 3.200172900093824305e-05 3.453643164111478425e-01 1.266129513237934092e-04 6.665338646577118054e-03 1.411000565522853994e-02 2.534849759731379413e-03 0.000000000000000000e+00 2.447554470634958330e-14 3.697919404201918570e-08 2.927604199899948040e-03 1.117496434527528670e+00 1.652050241366143646e-01 1.147889285723373565e-01 2.485987637808823789e-24 4.037122701143574410e+00 1.493394127894429220e-02 0.000000000000000000e+00 1.485289384543466706e-01 2.291468554493018839e-01 3.223011455016805502e-03 1.938597909653522560e-08 5.160523625480659821e-02 1.538025625135534454e-14 5.980871744620552821e-01 4.495974668326351958e-08 1.698610021987611782e-02 0.000000000000000000e+00 7.582909847743892762e-01 6.249424532715960878e-02 4.785585126547443835e+00 1.830826639449806339e-06 5.493634433396568206e-06 6.663362351892080510e-03 3.684856248248260881e-06 3.051682063359281369e-04 1.659660866451057254e-05 0.000000000000000000e+00 1.057195724145376658e-01 3.398104872931874321e-06 5.692051322778710620e+00 3.170665802996560333e-03 2.281371322662342771e-02 1.743776100990728542e-06 1.934054852625812393e-04 2.551387439155424278e-03 2.761331233626337798e-09 0.000000000000000000e+00 3.729914665444576727e+00 6.129160833705858735e+00 1.920788109389948151e-05 8.284227961959890262e-06 1.800513483243645950e-03 6.679402878470309599e-03 8.594158484583130128e-09 8.975662843160993054e-01 1.579378342263481217e-03 0.000000000000000000e+00 8.476415411447395774e-07 5.123564117104863940e-04 6.920472128821253399e+00 2.683279064737756348e-01 2.323337016786474092e-04 4.548271330707655486e-06 4.412942138791636034e-06 1.049480637423658508e-15 1.849858925625455855e-03 0.000000000000000000e+00 1.876072970590894895e-01 2.605705109061166986e-09 4.758862685614328628e-08 3.996150932480591056e-01 2.403105095133817759e+00 4.572268082719822324e+00 1.971046144158612792e-09 2.347273714162523891e-08 1.344322464963245700e-01 0.000000000000000000e+00
0.000000000000000000e+00 4.290525419079097014e-02 1.875868054515348993e+00 3.236623521042591390e-16 4.385279016285527476e-06 1.036215087931981360e+00 6.454786061493880634e-04 7.778883247551702552e-03 1.190235432054729051e-02 8.245410967761972231e-04 0.000000000000000000e+00 2.617038617521044713e-14 2.250759654481813434e-05 1.335730963669372676e-02 3.045504527983109444e+00 6.944715779526638988e-01 2.124974716295359722e-01 5.190387042388066496e-25 1.403139460183338016e+00 2.330394690481898956e-02 0.000000000000000000e+00 2.548637359143675063e-01 3.205518025462152365e-01 3.091111543433027430e-03 1.172551145162064189e-07 6.203773190590187309e-02 2.231745412793348325e-14 1.890055412159034498e+00 2.092197342968848938e-06 2.261095285062008145e-03 0.000000000000000000e+00 9.107040035202342843e-01 7.820368901703059206e-02 2.258580725764701480e+00 6.586768359429301790e-07 6.052344372709902629e-06 1.427006247864472388e-01 3.421184981588524000e-06 8.318404030058504839e-06 9.466603343309710056e-07 0.000000000000000000e+00 1.314558172534520397e-01 3.057341302320679518e-06 4.406992820764620511e+00 8.613809791769832039e-03 8.375156276055205351e-02 1.977420907502939831e-06 1.769824245364392352e-03 2.950687194943397377e-03 3.084473089788624450e-09 0.000000000000000000e+00 2.615029659976564780e+00 4.208880296819535793e+00 6.623034513323894541e-03 4.418524869073850714e-06 1.989194217261419043e-03 1.737662492085112476e-02 1.176660111769633871e-08 4.316985670395497299e-01 6.837835254830861714e-04 0.000000000000000000e+00 6.772232454012805790e-07 1.585441548750421176e-04 5.261367318797520731e+00 2.256479333508296659e-01 3.892246959869732664e-04 4.524918794543938157e-06 4.905023711248924964e-06 2.661568229491133046e-16 1.257426355140168431e-03 0.000000000000000000e+00 7.481452951645169158e-02 1.233180445297241948e-08 1.237565947433206622e-08 1.838105390737713618e+00 1.324169215685395029e+00 6.519722306001462186e+00 1.488900512219932212e-09 3.580442327038726342e-08 2.712358970861292740e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.318475884768619877e-02 9.376162176016309857e+00 1.527784851731108825e-16 5.746100822723414147e-06 1.205491922121441961e+00 1.113623594608391387e-03 9.213668122460310500e-03 1.189499756563108454e-02 9.640228397845366495e-04 0.000000000000000000e+00 9.269768643456209661e-15 1.830805348480713719e-05 3.097863312212531181e-03 4.960052416771266515e+00 4.203920234955385027e+00 4.495902639976828707e-01 4.488699366005665580e-25 2.037868763621739354e-01 4.883898880133056425e-02 0.000000000000000000e+00 2.464078227500200446e-01 5.336735516656124223e-02 1.476923533457993052e-03 5.534833878649203058e-08 1.333909324971588317e+00 6.059539337585511310e-15 7.627192223867917953e-01 1.221962192761928346e-06 2.870386783328570464e-04 0.000000000000000000e+00 7.149997363978993770e-01 1.754954232992312268e-03 8.509206133959571261e+00 9.125184956371563027e-07 5.687797740736295934e-06 5.134261250270739235e-03 1.377549406211197937e-06 1.322040915487626368e-05 6.457074235126395321e-07 0.000000000000000000e+00 1.409029780545305588e-01 1.263501059861608884e-06 5.598684397864084339e+00 3.278961639281065960e-02 5.590968310426227550e-01 7.640158178700086117e-07 2.487972542522548167e-02 1.244654359894725552e-03 2.621129248520862712e-09 0.000000000000000000e+00 1.703695546398763527e+00 3.304072030949902761e+00 2.670543747509974974e-02 6.386641794998189963e-06 9.395555861645605873e-04 2.717065778523989825e-02 1.021114531353893616e-08 5.215440112171119136e-01 7.118175670649325593e-04 0.000000000000000000e+00 1.414762258861000503e-07 2.604932926579068479e-04 4.284224929007651284e+00 2.735960293707748736e-01 5.218916901046374845e-02 2.480472480974370294e-06 5.679489936962256874e-06 4.300843087807749356e-15 5.348423231529532895e-04 0.000000000000000000e+00 2.189957518806875253e-02 9.186323231867223222e-09 1.057164068886316044e-07 3.704454021333448144e-01 3.907010595472448777e+00 9.561488735611810341e+00 5.188488559974950422e-09 1.174892114469183646e-07 1.477325909547128890e-01 0.000000000000000000e+00
0.000000000000000000e+00 2.426467550266885737e-02 8.689745234954274977e+00 3.403108708041820563e-16 4.494752641463899811e-06 1.546794520419200403e+00 4.410384690428419997e-03 2.924994375795905016e-02 2.125787276781021876e-02 9.108928530221231039e-05 0.000000000000000000e+00 1.211119529579675910e-14 3.746914497874166840e-05 9.909406894630917034e-04 2.107611866298328973e+00 5.475076224600479158e+00 5.957867490968443036e+00 2.067605328578931537e-25 2.610435310840815148e-01 6.572622610708971080e-02 0.000000000000000000e+00 3.165397734554347697e-01 2.168098774168336629e-02 2.674970901835396330e-03 3.832644079189596936e-08 1.933983219499433304e+00 2.251062993186930011e-15 6.532381493752851265e-01 1.330949154324888637e-06 1.905783173361322292e-04 0.000000000000000000e+00 1.814649255779431147e+00 3.473450756187509200e-03 8.563251555507070734e+00 4.277991767554643790e-07 4.616417691068582858e-05 4.925599022297256352e-02 4.113625682883654076e-06 4.518107012630854147e-05 8.402435406489193412e-08 0.000000000000000000e+00 1.579205519971332294e-01 5.249017661528943131e-07 4.591345532237768978e+00 1.686837000277594811e-01 7.319259627920398081e-01 3.618178974975828755e-07 1.878194546591449576e-02 2.191092212485444557e-03 1.960265768586522062e-10 0.000000000000000000e+00 1.340136444383668746e+00 3.020438984860150944e-01 2.383304708879034617e-01 9.004534289893913798e-06 5.424050071312419216e-04 1.275924950344686559e+00 1.053148811142848803e-08 4.456766859608694564e-01 7.125397966134508661e-04 0.000000000000000000e+00 6.295438983928232186e-08 5.361060332277657603e-04 2.272619163693062383e+00 4.783931216324575075e-01 3.367925675517495498e-02 5.866768982088695570e-08 3.625498094266796411e-05 3.767965437035535425e-14 5.509747915028955119e-03 0.000000000000000000e+00 3.838622837035936958e-02 1.504957431378221608e-08 2.357812435264043152e-07 1.921587308426557783e+00 1.379023526434532965e+00 7.821058488507737216e-01 1.924256310524025570e-09 1.328114000452192566e-07 6.299012419800008311e-02 0.000000000000000000e+00
0.000000000000000000e+00 2.185631370279626784e-02 8.002743801693943837e+00 5.748012699501334005e-16 6.771213987063194255e-06 1.791101639762371356e-02 8.744196250089321734e-03 1.145284065294395991e-02 1.414634737493817851e-01 6.365882989009697009e-05 0.000000000000000000e+00 4.733504628592134672e-14 6.007988456300942040e-05 1.197083004758733599e-03 1.689447821394959970e+00 8.246052899185007945e-01 3.739367470939235716e+00 1.863698467602508833e-25 3.466833949845813945e-01 1.071103200402145766e-01 0.000000000000000000e+00 5.696940444961670069e-01 1.107998780249550286e-01 2.510232262188694195e-03 3.684835809924098252e-08 2.736198840769230145e+00 9.828090198258193824e-16 5.771591746844200177e-01 3.645784090425307088e-06 3.787663437214680074e-04 0.000000000000000000e+00 5.661819651384016439e+00 4.158758071191982764e-02 2.029255471294081126e+00 7.371589525996605498e-07 6.830643245068116040e-05 6.540117540000063567e-02 5.075988123551226583e-06 2.738906410030365608e-04 7.669750599619667415e-08 0.000000000000000000e+00 2.286732615694454240e-01 1.026578689015534433e-07 3.309865790868241842e+00 5.829466810972983720e-02 5.959815112946399651e+00 2.171301331558430748e-06 1.057849983422154069e-03 2.715835848172121181e-04 1.813524276120438709e-10 0.000000000000000000e+00 1.143407182441545267e+00 1.855913030056045854e-01 4.918223688683513450e-01 7.228947071068687121e-05 4.406296540486515545e-04 4.452640149256051338e-01 2.775501296594746587e-08 4.280996066132069511e-01 7.195563190984361444e-04 0.000000000000000000e+00 5.391936728817833262e-08 4.410867956622870176e-04 2.980942182216630876e+00 8.031159801749538918e-01 3.133789923914841874e-02 8.847112356998188516e-08 2.657961094454205144e-05 6.219049236480141038e-12 7.659113347876824081e-03 0.000000000000000000e+00 1.238332832794468430e-01 4.767781415573584870e-09 1.784508744917112621e-07 2.422580807141580639e+00 1.488450039163553562e-01 4.119342122706414422e+00 1.133278847758554660e-09 2.171786040411386779e-07 1.176010545919359829e-01 0.000000000000000000e+00
0.000000000000000000e+00 7.948611052485631684e-03 8.118885660757968026e+00 5.087862398610020939e-15 5.286414942482974058e-06 1.512867792334761027e-02 6.464802091505496284e-03 7.498645413893661495e-03 1.847837951856311778e-01 3.256958487603939766e-05 0.000000000000000000e+00 2.160526105817538886e-13 8.215526015186177904e-05 2.544267858628056905e-03 1.200710702853635681e+00 9.491158148375353765e-01 2.230196006961137734e+00 1.404914714278900379e-25 2.858746864133104859e-01 1.144125171220195802e-01 0.000000000000000000e+00 3.831599661610592733e+00 3.631157321869754040e-01 5.510839228116547368e-03 1.003426322451942878e-06 1.351809859755729537e+00 1.836150277887240002e-15 9.239693635203123645e-02 6.344571717294033931e-06 2.968110844747672570e-04 0.000000000000000000e+00 1.429510076263217355e+00 1.413860147023226176e-02 1.877830854298062180e+00 5.023578848313983671e-07 6.432747412593304952e-04 8.376566214322550552e-02 6.178042622208159829e-06 3.026815012183644584e-04 3.213562923340162423e-08 0.000000000000000000e+00 3.212692220930306042e-01 2.388738106377163071e-07 1.301505442696200943e+00 3.922823795608442604e-02 4.881111847936677961e+00 1.758873525302890301e-06 1.258113581597248654e-04 1.904374886797416009e-03 5.125983759908327309e-11 0.000000000000000000e+00 8.271437067769401574e-01 1.402497507135254340e+00 1.921879901737896801e-01 1.068628661130259250e-04 3.201735131119817085e-04 1.748299427653295657e-01 3.941560525729055595e-08 1.929134774980178213e-01 6.533150126935945634e-04 0.000000000000000000e+00 7.037617683045269837e-08 1.845713470483939262e-03 6.236288302858145061e-01 2.690624402593726483e+00 4.168650036215890836e-02 2.182343444035627839e-08 6.610427830656189440e-06 1.626227015280518677e-11 3.682283181584834579e-03 0.000000000000000000e+00 1.173089932048441801e-02 2.259942882983061818e-09 2.817853072162417903e-06 4.760310616422835039e+00 2.374129880380102808e-01 1.445435745395018401e+00 1.212678034663286441e-09 2.781309431672093422e-08 5.742556341976745582e-02 0.000000000000000000e+00
0.000000000000000000e+00 2.634789199831176834e-02 5.094727823973640213e+00 9.589128682088585688e-15 1.194609647376023841e-05 2.874999494921906540e-02 6.136563208802887567e-03 1.319164995488015385e-02 2.239922698460962147e-01 1.268907830086290109e-05 0.000000000000000000e+00 1.623212878064674585e-13 4.109917976192198515e-03 1.624426112477416265e-03 2.881008456966661857e+00 1.652745710883257502e+00 1.977305804722662597e+00 8.136100413043114096e-26 2.115191841735751532e-01 1.220244693550474359e-02 0.000000000000000000e+00 5.162101597552085863e+00 1.052039698386285776e-01 4.725169021974804512e-02 1.042113256274846056e-06 9.305495174564445415e-01 1.243725196726668486e-15 9.029939561091823719e-02 4.323321138104667851e-06 1.112294480011184880e-03 0.000000000000000000e+00 4.871974261782346383e-01 1.090902558021901621e-03 2.388633181687596085e+00 2.688661082832231096e-07 1.178176270657455612e-04 4.730342477170103588e-01 1.586036092451312317e-05 3.490117667293099620e-04 2.713444577302391288e-08 0.000000000000000000e+00 3.938240487063452977e-01 1.134150915017971669e-07 1.845165063779571069e-01 1.027958348163863639e-01 5.242895597379257033e+00 3.984651525277681503e-06 3.853437983715992591e-04 7.363865130827066396e-01 3.101723712423146558e-11 0.000000000000000000e+00 1.228108993741148902e+00 4.146319679762205945e-01 2.822508124344173808e-02 9.589751368263300371e-05 1.044175635532617686e-03 3.892361231769138341e-02 3.999473132106057807e-09 1.041359464812227076e-01 5.668965084739170527e-04 0.000000000000000000e+00 2.645944319783651032e-08 5.503183344195189310e-04 3.898723170251596759e+00 2.034282150939148881e+00 3.643908605596087313e-01 1.355275543650507981e-09 6.696130452495465218e-06 4.497429159775280804e-10 3.308848614742066797e-03 0.000000000000000000e+00 4.580711384825126198e-04 1.804724798299833471e-09 1.754767938053533879e-07 2.996617079719267274e+00 1.723877774423625830e-01 4.896425572050077668e-01 2.764647779813218893e-09 2.602242081653141446e-08 9.267976562158568646e-03 0.000000000000000000e+00
0.000000000000000000e+00 2.500466708754961812e-02 2.500532223181817226e+00 7.840454953025997588e-15 1.201571399542058664e-05 3.596824852692185465e-02 1.037810746158705603e-02 6.694759235057637196e-03 1.214920941395362941e-02 1.194045290683930699e-04 0.000000000000000000e+00 8.955047728705457937e-13 1.520791764661505972e-02 7.856416431430939115e-04 2.191151762316393636e+00 2.800913642992455710e+00 1.893280322772475932e+00 1.110021228216018058e-25 2.458438496665684703e-01 1.600456189531366180e-04 0.000000000000000000e+00 8.883040793711829863e+00 1.736638566304464781e-01 5.375840474566599692e-02 3.353260212475383080e-06 1.164583776169011431e+00 1.757659300718408740e-14 8.960920071003811160e-02 1.049910562428808613e-05 4.785671968645648956e-03 0.000000000000000000e+00 4.153207471477534107e-01 7.493612824173912683e-04 1.371593677967596570e+00 1.343271139434819903e-07 1.239651653521308284e-04 1.566750860497071018e+00 1.533524850555213274e-05 7.828075763939890174e-04 1.201228649616960349e-08 0.000000000000000000e+00 2.053210736034104533e-01 4.491596036178121426e-07 8.634878486292220379e-02 6.031983519852663900e-01 7.325517405704559337e+00 5.057716263374620585e-05 5.431849649867216966e-05 1.384051717538806292e+00 3.243161122486511148e-11 0.000000000000000000e+00 9.228272945720843445e-01 3.904738677389607560e-01 6.524718669354290235e-02 1.049696778381285669e-04 1.883162610542837281e-03 8.626006203625068425e-01 1.972218227407882533e-09 1.440170936781132449e-01 6.293897329857224120e-04 0.000000000000000000e+00 1.291040669036421447e-08 8.780866679690685697e-03 3.541871199263102454e-01 1.220828826833780800e+00 1.618170609508381652e+00 1.163956744334112015e-09 1.902945071688438459e-06 1.153457119714990404e-10 6.304524624048586396e-04 0.000000000000000000e+00 1.074265430906844957e-03 1.110963228593814024e-09 1.221643288683830545e-07 1.421443146521888634e+00 8.767976876633593042e-02 3.047010910346849233e+00 1.472462735394480349e-09 3.975285212582003868e-08 1.709055385705534474e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.393817426470391092e-02 4.678063796454477341e+00 1.049454135390806040e-14 1.073420917295794206e-05 1.419037431928064918e-01 1.042429437821088163e-02 4.021073499567728339e-03 1.347160281042106278e-02 1.616625605801284577e-04 0.000000000000000000e+00 3.422357154580842162e-13 2.843664691456325444e-03 1.281266890290592314e-04 2.180952747572326267e+00 2.005009988153061862e+00 5.108668081615278744e+00 1.214472335142936929e-25 1.575850920622990092e-01 4.106434218013606361e-04 0.000000000000000000e+00 8.600497771302872962e-01 5.480269068992761339e-01 4.923301299316414775e-02 1.268356134244041113e-05 1.033519895109921594e+00 1.998682547713164967e-13 4.010124860383908474e-01 8.245486185727121295e-06 4.013283909117754678e-01 0.000000000000000000e+00 4.649652470985220498e-01 2.167369271973331162e-03 6.690230592337317539e+00 1.808180432408867424e-07 4.542863806836165003e-04 2.793888600937346922e+00 1.279345222293436808e-05 2.847520512113335548e-04 1.811432383376795819e-10 0.000000000000000000e+00 6.308313937955879469e-01 9.205935826969310844e-05 4.642856003114022301e-02 8.564540474904848155e-01 1.254770926428002698e+00 9.794131150342097469e-05 7.666084426572234334e-05 1.765602015654438084e+00 1.524405113115284819e-12 0.000000000000000000e+00 5.525283956208694169e-01 4.051610204637053347e-01 5.216273426339355923e-02 1.118307297156127116e-05 1.629354746630653746e-04 1.392581801287027465e+00 2.336699834864531840e-08 3.276116948152388297e-01 4.345786686153651178e-03 0.000000000000000000e+00 4.404181143656827283e-08 1.342097603914189918e-02 3.266248469117727371e-02 1.986598805750624308e+00 6.726574652999505410e+00 3.610554826275296191e-10 4.336412337838638604e-07 1.102321861953257240e-10 7.630195426938750889e-05 0.000000000000000000e+00 1.303083923418096347e-03 1.898907750420597888e-09 3.888480249803029108e-07 5.757380330313345285e-01 6.362970749939506065e-02 7.131532483189045868e-01 6.023372574144288324e-10 1.286708193829493028e-08 9.722022907101824513e-03 0.000000000000000000e+00
0.000000000000000000e+00 1.706087069253497956e-02 2.206906153184835517e+00 1.943482181030705957e-14 1.336517852694046079e-04 4.127886257355634081e-01 5.438507629046244324e-03 3.835031655805698622e-04 2.173360683846318683e-02 7.969135545173615040e-04 0.000000000000000000e+00 7.338686331868448933e-14 1.881305055318330428e-03 5.551736652637362759e-05 7.799719019978129886e+00 2.145021055450651914e+00 4.043115204005987007e-01 2.079081073759101611e-26 3.026755042288566955e-01 8.855252194874764417e-04 0.000000000000000000e+00 5.025687420519985515e+00 6.380091601367071652e-01 9.751936257590874957e-02 1.244121133445592504e-05 1.695878685515697759e+00 3.906166951961902479e-15 2.563397602256257263e-02 6.287224199756047135e-06 5.700361849264526937e-01 0.000000000000000000e+00 7.721878805816240199e-01 1.058936484266097261e-04 5.083446001809495129e+00 6.140704809598886920e-07 4.858720700149988842e-04 2.583840836101320093e+00 1.440217526638762578e-05 2.914860054012430183e-04 1.229988221795405539e-10 0.000000000000000000e+00 2.557708574700145454e-01 3.197151548309701995e-05 3.438486040446008668e-02 4.611356099479408499e+00 2.236471421836469520e-01 7.960374331864260289e-05 5.033345158388083162e-05 1.528439491851292908e+00 1.719301471499652960e-12 0.000000000000000000e+00 2.450986150952001383e-02 5.250553162885038816e-01 6.477611870600689936e-02 1.969516199612160568e-05 5.219436358296932312e-04 1.944216771780952202e+00 9.424972943972788671e-09 4.647946513076985364e-01 2.676841419759051852e-03 0.000000000000000000e+00 2.508390087689566229e-08 1.477834969352904634e-02 6.583293529136469147e-02 7.754848139367151560e+00 1.802818141275402075e+00 2.121649968710560752e-09 2.683816496099455910e-07 1.388968281362819714e-10 1.114062727436624501e-04 0.000000000000000000e+00 5.115750787918932644e-04 7.785648369360647982e-10 1.007497756464191421e-06 1.325379600254823209e-01 1.440863865946700496e-02 7.858545191118173623e-01 3.794300752380396518e-10 1.032815474921133996e-08 1.583292983426972181e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.305299541196739115e-03 1.889062536980435025e+00 4.733613575705885365e-14 3.195156951182629508e-04 1.760011539850385442e-01 4.574981510768709111e-03 2.374567237740056382e-04 1.727887437507787463e-02 4.099809351136412530e-04 0.000000000000000000e+00 4.481444168771510351e-13 1.085845502119317518e-02 2.096611845284521267e-04 7.391638584799357758e+00 1.198645565452848727e+00 5.312805720566091683e-01 6.662937070750195699e-26 9.961736117245421906e-02 6.816663815018194359e-04 0.000000000000000000e+00 6.052748167032578230e+00 1.382657076720042733e-01 7.140147015432371513e-02 6.377303024206060962e-06 9.888947442584240521e-01 1.749514718049830571e-15 2.600925285683822544e-02 1.404861005837004022e-05 5.041474183685648036e-01 0.000000000000000000e+00 1.993903586005691952e-01 2.366231692110314045e-04 8.788720718100286433e+00 7.108650739940958464e-07 2.224757409946015072e-04 5.610077301445642206e+00 1.337250139936937586e-03 5.301403737189470339e-06 7.696547312255825415e-10 0.000000000000000000e+00 6.277563495504334679e-01 1.409668438617586434e-05 2.453222074092918648e-02 4.740383301634749635e+00 8.905474955019927752e-02 1.821397989212326625e-04 2.105226634836598193e-04 2.233345222449344636e+00 1.256407054681864894e-12 0.000000000000000000e+00 4.433477954851246933e-02 2.720938544696341888e-01 6.760899191505563566e-02 3.287314195249470836e-04 4.949918115237648183e-04 8.493655000479368722e-01 7.949312623797955747e-09 7.476532283313992444e-01 2.066485848960368174e-02 0.000000000000000000e+00 1.271800368033773617e-08 2.983263198661886308e-03 6.323484360482264921e-02 8.062780715196856463e+00 2.374400824222462791e+00 7.006301597287382611e-12 7.576189041571720706e-07 3.834241472420894139e-11 4.417208337877059714e-04 0.000000000000000000e+00 7.314892063023229786e-04 7.971990985372481982e-07 1.003081285866117657e-05 5.087077575888842018e-01 3.852151151461392226e-02 8.077893905666261309e-01 7.468980072803369577e-10 7.801216072856380118e-09 8.513712510845490578e-03 0.000000000000000000e+00
0.000000000000000000e+00 1.447908677684496114e-03 1.503692780934858364e+00 8.315005594192560671e-14 4.660919340237678276e-05 1.168188345127123967e-02 1.148425982668930256e-01 3.330004232725096696e-04 2.840998671917996030e-03 1.975393882670992650e-04 0.000000000000000000e+00 1.531404122335290240e-12 4.591576716114543523e-03 2.084000158361163507e-04 7.229771482152668183e-01 1.053063841299657799e+00 5.942829671367528821e-01 6.746056515146359593e-24 4.419435726102211547e-03 1.034702526390497788e-03 0.000000000000000000e+00 4.394343010505411762e+00 1.289247183348659065e-01 2.889705722502691199e-01 1.679427835737508866e-06 1.423623032132659061e+00 4.169988730471773506e-15 2.361488887256789349e-01 2.094446179468006250e-05 1.062752883518104235e-01 0.000000000000000000e+00 8.753531195387387331e-02 1.882710032088461937e-04 5.970850585976295033e-01 1.481361968633726986e-06 6.702328992449947274e-05 6.383857377793560772e+00 1.515029590709120058e-03 7.067860310181127342e-07 3.463390911649985327e-10 0.000000000000000000e+00 2.831397003717387229e+00 2.030253356693560211e-05 5.306467236147038163e-02 3.608464690604948899e+00 2.615039468002671244e-02 2.591002385393747858e-04 2.877258863780738989e-05 5.711860720618973097e-01 1.493200241553452053e-12 0.000000000000000000e+00 2.135103520764151941e-02 3.285084303440354847e-01 1.980975577735469839e+00 3.748278703764045157e-04 1.805467431825164655e-04 1.028337077818794354e+00 1.833954466126603720e-07 1.639215664135140305e+00 1.742991622613756716e-02 0.000000000000000000e+00 4.782728712821366584e-09 4.485240605327896028e-03 4.035892125377356365e-02 9.470632078764056772e+00 2.749716295134318145e+00 2.203392935098067071e-12 4.157350496996440553e-07 4.597150382611988250e-09 4.397340653985566347e-04 0.000000000000000000e+00 1.607973558467092621e-05 6.118114966860106052e-07 8.891712046376752421e-06 1.062097522546663564e+00 1.442591577193718354e-02 4.771589870656361976e-01 1.169589995002212346e-08 5.077711283105665481e-09 1.260824653311164167e-02 0.000000000000000000e+00
0.000000000000000000e+00 2.193291121152804793e-04 1.530294978588480070e+00 3.242563419219526652e-14 1.351465472439009514e-05 3.284059413310199543e-02 1.235070102688121813e-01 5.009408387645380338e-04 1.867601346229395614e-03 7.355767494526866161e-05 0.000000000000000000e+00 1.805180399869939396e-12 7.800158524002550296e-03 8.576431547088069103e-04 1.025510348408425337e-01 6.651473731549462087e-01 4.435485436287474048e-01 2.194404746152563089e-23 3.426151585664263290e-03 2.430148870249721968e-02 0.000000000000000000e+00 5.810220225872400057e+00 1.739982771105818074e-02 5.885137811233231986e-01 1.392963987620851391e-06 4.661215096830477300e+00 6.286434128520140251e-15 3.848662138072724836e-01 6.544763841884594473e-05 8.108927868976403830e-02 0.000000000000000000e+00 3.635617101439076165e-03 3.806652779858789195e-04 1.448096119267439641e-01 2.316040197647427891e-06 4.116971657016810942e-04 6.370578569293673610e+00 1.486428238118948746e-03 5.921820006397515460e-07 6.952772208428055630e-10 0.000000000000000000e+00 8.627121565175637219e-01 2.623355378922709614e-05 9.073546634501129526e-01 1.054742109047443144e+00 1.474087748727854509e-02 2.458040750242048052e-04 1.139273409588261636e-04 3.639552470062970446e+00 5.042065098158820499e-13 0.000000000000000000e+00 9.912429431758369019e-03 4.248029391998366378e-01 1.348182082466354847e+00 3.992226014801314015e-04 9.666969583112563472e-05 1.586066504089274964e+00 1.623377991101712391e-07 8.544264742580436334e-01 1.142963357851668055e-01 0.000000000000000000e+00 1.151815844952037026e-08 4.122064679334338719e-03 8.829723107229590917e-03 4.066528246388553036e+00 4.788658302967525038e-01 2.242250090674330352e-12 2.438227195089933596e-07 6.946116935121801614e-09 1.120336448795376935e-03 0.000000000000000000e+00 1.383863157123954623e-05 2.330627130868573548e-06 8.378858658036117594e-06 1.334412018463787319e+00 5.181864962153856502e-02 4.340669868148553157e+00 1.269321715826349674e-08 1.184201841012831408e-08 7.771262293493035045e-02 0.000000000000000000e+00
